signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
traffic_light_controller_tb.dut._085_,118388,0,0.0,3.7036701021897354e-05,3.7036701021897354e-05,0.18518350510948678,0,118388
traffic_light_controller_tb.dut.clk,639301,0,0.0,0.0002,0.0002,0.49999921789579554,0,639301
traffic_light_controller_tb.dut.rst,1,0,0.0,5e-05,5e-05,1.0,0,1
traffic_light_controller_tb.dut.light_S[2:0],35515,0,0.0,1.1110676604697363e-05,1.1110676604697363e-05,0.14813818346772617,0,35515
traffic_light_controller_tb.dut.light_MT[2:0],35517,0,0.0,1.111130229393316e-05,1.111130229393316e-05,0.2222260458786632,0,35517
traffic_light_controller_tb.dut.light_M2[2:0],35516,0,0.0,1.1111302299316258e-05,1.1111302299316258e-05,0.29631443020787546,0,35516
traffic_light_controller_tb.dut.light_M1[2:0],35516,0,0.0,1.1110989449315262e-05,1.1110989449315262e-05,0.6296451559921477,0,35516
traffic_light_controller_tb.dut._049_,23678,0,0.0,7.407812961951973e-06,7.407812961951973e-06,0.03703906480975987,0,23678
traffic_light_controller_tb.dut._000_[3:0],319649,0,0.0,9.999953073747734e-05,9.999953073747734e-05,0.2222255244399743,0,319649
traffic_light_controller_tb.dut.count[3:0],319649,0,0.0,9.999953073747734e-05,9.999953073747734e-05,0.22222083181474767,0,319649
traffic_light_controller_tb.dut.ps[5:0],71032,0,0.0,2.2221978898630523e-05,2.2221978898630523e-05,0.2963060871741528,0,71032
