signal,total_toggles,glitch_toggles,hazard_ratio,toggle_density,effective_activity,duty_cycle,glitch_power_proxy,total_power_proxy
ALU_tb.DUT._068_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._070_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._072_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._073_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._074_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._076_,1,0,0.0,0.06666666666666667,0.06666666666666667,1.0,0,1
ALU_tb.DUT._080_,1,0,0.0,0.05555555555555555,0.05555555555555555,1.0,0,1
ALU_tb.DUT._084_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0,2
ALU_tb.DUT._087_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._089_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0,2
ALU_tb.DUT._090_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0,2
ALU_tb.DUT._093_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._097_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.16666666666666666,0,2
ALU_tb.DUT._099_,1,0,0.0,0.05555555555555555,0.05555555555555555,0.0,0,1
ALU_tb.DUT._103_,2,0,0.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0,2
ALU_tb.DUT._106_,0,0,0.0,0.0,0.0,0.0,0,0
ALU_tb.DUT._108_,0,0,0.0,0.0,0.0,1.0,0,0
ALU_tb.DUT._110_,1,0,0.0,0.06666666666666667,0.06666666666666667,0.0,0,1
ALU_tb.DUT.temp_sum[16:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.DUT.Z_reg[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
ALU_tb.DUT.Z[15:0],2,0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,2
