signal,total_toggles,avg_toggle_rate,peak_toggle_rate,activity_factor,toggle_density,duty_cycle,design
srff_tb2.dut.q,5,0.0001,2e-05,1e-12,0.0001,0.48,srff_rtl2
tff_tb2.qb,12,0.0003428571428571,2.857142857142857e-05,3.4285714285714284e-12,0.0003428571428571,0.3142857142857143,tff_rtl2
tff_tb2.q,12,0.0003428571428571,2.857142857142857e-05,3.4285714285714284e-12,0.0003428571428571,0.6857142857142857,tff_rtl2
tff_tb2.clk,45,0.001,2.2222222222222223e-05,1e-11,0.001,0.4888888888888889,tff_rtl2
tff_tb2.t,3,8.333333333333333e-05,2.777777777777778e-05,8.333333333333334e-13,8.333333333333333e-05,0.6666666666666666,tff_rtl2
tff_tb2.dut.clk,45,0.001,2.2222222222222223e-05,1e-11,0.001,0.4888888888888889,tff_rtl2
tff_tb2.dut.t,3,8.333333333333333e-05,2.777777777777778e-05,8.333333333333334e-13,8.333333333333333e-05,0.6666666666666666,tff_rtl2
tff_tb2.dut.q,12,0.0003428571428571,2.857142857142857e-05,3.4285714285714284e-12,0.0003428571428571,0.6857142857142857,tff_rtl2
tff_tb2.dut.qb,12,0.0003428571428571,2.857142857142857e-05,3.4285714285714284e-12,0.0003428571428571,0.3142857142857143,tff_rtl2
mux2x1_tb.out,1,7.692307692307693e-05,7.692307692307693e-05,7.692307692307692e-13,7.692307692307693e-05,0.0,mux2x1_rtl
mux2x1_tb.a,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.6666666666666666,mux2x1_rtl
mux2x1_tb.b,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.5185185185185185,mux2x1_rtl
mux2x1_tb.sel,4,0.0001481481481481,3.703703703703704e-05,1.4814814814814814e-12,0.0001481481481481,0.6296296296296297,mux2x1_rtl
mux2x1_tb.dut.a,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.6666666666666666,mux2x1_rtl
mux2x1_tb.dut.b,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.5185185185185185,mux2x1_rtl
mux2x1_tb.dut.sel,4,0.0001481481481481,3.703703703703704e-05,1.4814814814814814e-12,0.0001481481481481,0.6296296296296297,mux2x1_rtl
mux2x1_tb.dut.out,1,7.692307692307693e-05,7.692307692307693e-05,7.692307692307692e-13,7.692307692307693e-05,0.0,mux2x1_rtl
demux1x4_tb2.o3,2,0.0001,5e-05,1e-12,0.0001,0.25,demux1x4rtl2
demux1x4_tb2.o2,4,0.00016,4e-05,1.6e-12,0.00016,0.4,demux1x4rtl2
demux1x4_tb2.o0,3,0.0001,3.3333333333333335e-05,1e-12,0.0001,0.3333333333333333,demux1x4rtl2
demux1x4_tb2.a[3:0],5,0.0001666666666666,3.3333333333333335e-05,1.6666666666666668e-12,0.0001666666666666,0.0,demux1x4rtl2
demux1x4_tb2.sel[1:0],6,0.0002,3.3333333333333335e-05,2e-12,0.0002,0.0,demux1x4rtl2
demux1x4_tb2.dut.a[3:0],5,0.0001666666666666,3.3333333333333335e-05,1.6666666666666668e-12,0.0001666666666666,0.0,demux1x4rtl2
demux1x4_tb2.dut.sel[1:0],6,0.0002,3.3333333333333335e-05,2e-12,0.0002,0.0,demux1x4rtl2
demux1x4_tb2.dut.o0,3,0.0001,3.3333333333333335e-05,1e-12,0.0001,0.3333333333333333,demux1x4rtl2
demux1x4_tb2.dut.o2,4,0.00016,4e-05,1.6e-12,0.00016,0.4,demux1x4rtl2
demux1x4_tb2.dut.o3,2,0.0001,5e-05,1e-12,0.0001,0.25,demux1x4rtl2
tff_tb.qb,11,0.0003793103448275,3.4482758620689657e-05,3.793103448275862e-12,0.0003793103448275,0.6551724137931034,tff_rtl
tff_tb.q,11,0.0003793103448275,3.4482758620689657e-05,3.793103448275862e-12,0.0003793103448275,0.3448275862068966,tff_rtl
tff_tb.clk,35,0.001,2.857142857142857e-05,1e-11,0.001,0.4857142857142857,tff_rtl
tff_tb.t,4,0.0001333333333333,3.3333333333333335e-05,1.3333333333333334e-12,0.0001333333333333,0.6666666666666666,tff_rtl
tff_tb.dut.clk,35,0.001,2.857142857142857e-05,1e-11,0.001,0.4857142857142857,tff_rtl
tff_tb.dut.t,4,0.0001333333333333,3.3333333333333335e-05,1.3333333333333334e-12,0.0001333333333333,0.6666666666666666,tff_rtl
tff_tb.dut.q,11,0.0003793103448275,3.4482758620689657e-05,3.793103448275862e-12,0.0003793103448275,0.3448275862068966,tff_rtl
tff_tb.dut.qb,11,0.0003793103448275,3.4482758620689657e-05,3.793103448275862e-12,0.0003793103448275,0.6551724137931034,tff_rtl
tff_tb3.qb,12,0.0003243243243243,2.7027027027027027e-05,3.243243243243243e-12,0.0003243243243243,0.6756756756756757,tff_rtl3
tff_tb3.q,12,0.0003243243243243,2.7027027027027027e-05,3.243243243243243e-12,0.0003243243243243,0.3243243243243243,tff_rtl3
tff_tb3.clk,37,0.001,2.7027027027027027e-05,1e-11,0.001,0.4864864864864865,tff_rtl3
tff_tb3.t,4,0.0001481481481481,3.703703703703704e-05,1.4814814814814814e-12,0.0001481481481481,0.4814814814814814,tff_rtl3
tff_tb3.dut.clk,37,0.001,2.7027027027027027e-05,1e-11,0.001,0.4864864864864865,tff_rtl3
tff_tb3.dut.t,4,0.0001481481481481,3.703703703703704e-05,1.4814814814814814e-12,0.0001481481481481,0.4814814814814814,tff_rtl3
tff_tb3.dut.q,12,0.0003243243243243,2.7027027027027027e-05,3.243243243243243e-12,0.0003243243243243,0.3243243243243243,tff_rtl3
tff_tb3.dut.qb,12,0.0003243243243243,2.7027027027027027e-05,3.243243243243243e-12,0.0003243243243243,0.6756756756756757,tff_rtl3
decoder2x4_tb3.out[3:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.125,decoder2x4_rtl3
decoder2x4_tb3.in[1:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.25,decoder2x4_rtl3
decoder2x4_tb3.dut.in[1:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.25,decoder2x4_rtl3
decoder2x4_tb3.dut.out[3:0],5,0.000125,2.5e-05,1.25e-12,0.000125,0.125,decoder2x4_rtl3
decoder2x4_tb2.out[3:0],6,0.0002068965517241,3.4482758620689657e-05,2.068965517241379e-12,0.0002068965517241,0.4482758620689655,decoder2x4_rtl2
decoder2x4_tb2.in[1:0],6,0.0002068965517241,3.4482758620689657e-05,2.068965517241379e-12,0.0002068965517241,0.1034482758620689,decoder2x4_rtl2
decoder2x4_tb2.dut.in[1:0],6,0.0002068965517241,3.4482758620689657e-05,2.068965517241379e-12,0.0002068965517241,0.1034482758620689,decoder2x4_rtl2
decoder2x4_tb2.dut.out[3:0],6,0.0002068965517241,3.4482758620689657e-05,2.068965517241379e-12,0.0002068965517241,0.4482758620689655,decoder2x4_rtl2
full_adder_tb2.sum,3,6.976744186046511e-05,2.325581395348837e-05,6.976744186046512e-13,6.976744186046511e-05,0.627906976744186,full_adder_rtl2
full_adder_tb2.carry,4,0.0001111111111111,2.777777777777778e-05,1.1111111111111112e-12,0.0001111111111111,0.7222222222222222,full_adder_rtl2
full_adder_tb2.a,2,4.651162790697674e-05,2.325581395348837e-05,4.651162790697674e-13,4.651162790697674e-05,0.3953488372093023,full_adder_rtl2
full_adder_tb2.b,1,2.777777777777778e-05,2.777777777777778e-05,2.777777777777778e-13,2.777777777777778e-05,1.0,full_adder_rtl2
full_adder_tb2.c,4,0.0001111111111111,2.777777777777778e-05,1.1111111111111112e-12,0.0001111111111111,0.7222222222222222,full_adder_rtl2
full_adder_tb2.dut.a,2,4.651162790697674e-05,2.325581395348837e-05,4.651162790697674e-13,4.651162790697674e-05,0.3953488372093023,full_adder_rtl2
full_adder_tb2.dut.b,1,2.777777777777778e-05,2.777777777777778e-05,2.777777777777778e-13,2.777777777777778e-05,1.0,full_adder_rtl2
full_adder_tb2.dut.c,4,0.0001111111111111,2.777777777777778e-05,1.1111111111111112e-12,0.0001111111111111,0.7222222222222222,full_adder_rtl2
full_adder_tb2.dut.carry,4,0.0001111111111111,2.777777777777778e-05,1.1111111111111112e-12,0.0001111111111111,0.7222222222222222,full_adder_rtl2
full_adder_tb2.dut.w3,2,9.523809523809524e-05,4.761904761904762e-05,9.523809523809525e-13,9.523809523809524e-05,0.7619047619047619,full_adder_rtl2
full_adder_tb2.dut.w2,2,5.555555555555556e-05,2.777777777777778e-05,5.555555555555556e-13,5.555555555555556e-05,0.2777777777777778,full_adder_rtl2
full_adder_tb2.dut.w1,3,6.976744186046511e-05,2.325581395348837e-05,6.976744186046512e-13,6.976744186046511e-05,0.7674418604651163,full_adder_rtl2
full_adder_tb2.dut.sum,3,6.976744186046511e-05,2.325581395348837e-05,6.976744186046512e-13,6.976744186046511e-05,0.627906976744186,full_adder_rtl2
full_adder_tb2.dut.ha1.a,2,4.651162790697674e-05,2.325581395348837e-05,4.651162790697674e-13,4.651162790697674e-05,0.3953488372093023,full_adder_rtl2
full_adder_tb2.dut.ha1.b,1,2.777777777777778e-05,2.777777777777778e-05,2.777777777777778e-13,2.777777777777778e-05,1.0,full_adder_rtl2
full_adder_tb2.dut.ha1.carry,2,5.555555555555556e-05,2.777777777777778e-05,5.555555555555556e-13,5.555555555555556e-05,0.2777777777777778,full_adder_rtl2
full_adder_tb2.dut.ha1.sum,3,6.976744186046511e-05,2.325581395348837e-05,6.976744186046512e-13,6.976744186046511e-05,0.7674418604651163,full_adder_rtl2
full_adder_tb2.dut.ha2.a,3,6.976744186046511e-05,2.325581395348837e-05,6.976744186046512e-13,6.976744186046511e-05,0.7674418604651163,full_adder_rtl2
full_adder_tb2.dut.ha2.b,4,0.0001111111111111,2.777777777777778e-05,1.1111111111111112e-12,0.0001111111111111,0.7222222222222222,full_adder_rtl2
full_adder_tb2.dut.ha2.carry,2,9.523809523809524e-05,4.761904761904762e-05,9.523809523809525e-13,9.523809523809524e-05,0.7619047619047619,full_adder_rtl2
full_adder_tb2.dut.ha2.sum,3,6.976744186046511e-05,2.325581395348837e-05,6.976744186046512e-13,6.976744186046511e-05,0.627906976744186,full_adder_rtl2
mux2x1_tb3.out,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.3703703703703703,mux2x1_rtl3
mux2x1_tb3.a,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.5555555555555556,mux2x1_rtl3
mux2x1_tb3.b,5,0.0001470588235294,2.9411764705882357e-05,1.4705882352941176e-12,0.0001470588235294,0.5,mux2x1_rtl3
mux2x1_tb3.sel,4,0.0001176470588235,2.9411764705882357e-05,1.1764705882352942e-12,0.0001176470588235,0.7058823529411765,mux2x1_rtl3
mux2x1_tb3.dut.a,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.5555555555555556,mux2x1_rtl3
mux2x1_tb3.dut.b,5,0.0001470588235294,2.9411764705882357e-05,1.4705882352941176e-12,0.0001470588235294,0.5,mux2x1_rtl3
mux2x1_tb3.dut.sel,4,0.0001176470588235,2.9411764705882357e-05,1.1764705882352942e-12,0.0001176470588235,0.7058823529411765,mux2x1_rtl3
mux2x1_tb3.dut.out,3,0.0001111111111111,3.703703703703704e-05,1.1111111111111112e-12,0.0001111111111111,0.3703703703703703,mux2x1_rtl3
jkff_tb.qb,6,0.00012,2e-05,1.2e-12,0.00012,0.72,jkff_rtl
jkff_tb.q,6,0.00012,2e-05,1.2e-12,0.00012,0.24,jkff_rtl
jkff_tb.clk,29,0.0005,1.7241379310344828e-05,5e-12,0.0005,0.4827586206896552,jkff_rtl
jkff_tb.jk[1:0],6,0.0001224489795918,2.0408163265306123e-05,1.2244897959183674e-12,0.0001224489795918,0.3469387755102041,jkff_rtl
jkff_tb.dut.clk,29,0.0005,1.7241379310344828e-05,5e-12,0.0005,0.4827586206896552,jkff_rtl
jkff_tb.dut.jk[1:0],6,0.0001224489795918,2.0408163265306123e-05,1.2244897959183674e-12,0.0001224489795918,0.3469387755102041,jkff_rtl
jkff_tb.dut.q,6,0.00012,2e-05,1.2e-12,0.00012,0.24,jkff_rtl
jkff_tb.dut.qb,6,0.00012,2e-05,1.2e-12,0.00012,0.72,jkff_rtl
full_adder_tb3.sum,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.5434782608695652,full_adder_rtl3
full_adder_tb3.carry,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.6304347826086957,full_adder_rtl3
full_adder_tb3.a,3,9.67741935483871e-05,3.2258064516129034e-05,9.67741935483871e-13,9.67741935483871e-05,0.1612903225806451,full_adder_rtl3
full_adder_tb3.b,3,7.317073170731707e-05,2.4390243902439022e-05,7.317073170731707e-13,7.317073170731707e-05,0.8292682926829268,full_adder_rtl3
full_adder_tb3.c,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.6304347826086957,full_adder_rtl3
full_adder_tb3.dut.a,3,9.67741935483871e-05,3.2258064516129034e-05,9.67741935483871e-13,9.67741935483871e-05,0.1612903225806451,full_adder_rtl3
full_adder_tb3.dut.b,3,7.317073170731707e-05,2.4390243902439022e-05,7.317073170731707e-13,7.317073170731707e-05,0.8292682926829268,full_adder_rtl3
full_adder_tb3.dut.c,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.6304347826086957,full_adder_rtl3
full_adder_tb3.dut.carry,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.6304347826086957,full_adder_rtl3
full_adder_tb3.dut.w3,4,8.695652173913044e-05,2.173913043478261e-05,8.695652173913043e-13,8.695652173913044e-05,0.3043478260869565,full_adder_rtl3
full_adder_tb3.dut.w2,4,9.75609756097561e-05,2.4390243902439022e-05,9.75609756097561e-13,9.75609756097561e-05,0.3658536585365853,full_adder_rtl3
full_adder_tb3.dut.w1,2,4.878048780487805e-05,2.4390243902439022e-05,4.878048780487805e-13,4.878048780487805e-05,0.4634146341463415,full_adder_rtl3
full_adder_tb3.dut.sum,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.5434782608695652,full_adder_rtl3
full_adder_tb3.dut.ha1.a,3,9.67741935483871e-05,3.2258064516129034e-05,9.67741935483871e-13,9.67741935483871e-05,0.1612903225806451,full_adder_rtl3
full_adder_tb3.dut.ha1.b,3,7.317073170731707e-05,2.4390243902439022e-05,7.317073170731707e-13,7.317073170731707e-05,0.8292682926829268,full_adder_rtl3
full_adder_tb3.dut.ha1.carry,4,9.75609756097561e-05,2.4390243902439022e-05,9.75609756097561e-13,9.75609756097561e-05,0.3658536585365853,full_adder_rtl3
full_adder_tb3.dut.ha1.sum,2,4.878048780487805e-05,2.4390243902439022e-05,4.878048780487805e-13,4.878048780487805e-05,0.4634146341463415,full_adder_rtl3
full_adder_tb3.dut.ha2.a,2,4.878048780487805e-05,2.4390243902439022e-05,4.878048780487805e-13,4.878048780487805e-05,0.4634146341463415,full_adder_rtl3
full_adder_tb3.dut.ha2.b,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.6304347826086957,full_adder_rtl3
full_adder_tb3.dut.ha2.carry,4,8.695652173913044e-05,2.173913043478261e-05,8.695652173913043e-13,8.695652173913044e-05,0.3043478260869565,full_adder_rtl3
full_adder_tb3.dut.ha2.sum,6,0.0001304347826086,2.173913043478261e-05,1.3043478260869565e-12,0.0001304347826086,0.5434782608695652,full_adder_rtl3
